"OrderNumber","SalesChannelTxt","SalesChannel","WarehouseCode","Warehouse","ProcuredDate","OrderDate","StockTime","ShipDate","ProcessingTime","DeliveryDate","ShippingTime","CurrencyCode","SalesTeamID","CustomerID","StoreID","ProductID","Order Quantity","Discount Applied","Unit Cost","Unit Price"
"SO - 0001885","Online",2,"WARE-NMK1003",3,"27/10/18","27/12/18",61,"13/01/19",17,"16/01/19",3,"USD",18,11,90,31,5,0.1,"3,647.15","6,398.50"
"SO - 0006174","In-Store",1,"WARE-NMK1003",3,01/12/19,"22/05/20",173,"17/06/20",26,"19/06/20",2,"USD",10,7,166,40,4,0.08,633.49,"1,038.50"
"SO - 0007230","In-Store",1,"WARE-XYS1001",1,"18/06/20","21/09/20",95,03/10/20,12,12/10/20,9,"USD",3,50,4,8,5,0.08,"2,806.09","6,525.80"
"SO - 0007542","Online",2,"WARE-NMK1003",3,"18/06/20","27/10/20",131,01/11/20,5,08/11/20,7,"USD",18,45,100,9,3,0.08,808.15,"1,092.10"
"SO - 0003760","Distributor",3,"WARE-UHY1004",4,"15/05/19",04/08/19,81,11/08/19,7,"18/08/19",7,"USD",20,3,257,13,8,0.05,"2,715.51","3,879.30"
"SO - 0006458","Online",2,"WARE-NMK1003",3,10/03/20,"23/06/20",105,"17/07/20",24,"24/07/20",7,"USD",16,32,183,46,7,0.2,"2,027.69","2,599.60"
"SO - 0007371","Distributor",3,"WARE-XYS1001",1,"18/06/20",08/10/20,112,"23/10/20",15,"26/10/20",3,"USD",20,49,51,32,2,0.08,485.01,850.9
"SO - 0002944","In-Store",1,"WARE-UHY1004",4,04/02/19,"30/04/19",85,"26/05/19",26,02/06/19,7,"USD",7,4,245,10,1,0.4,773.85,"1,031.80"
"SO - 0001790","Online",2,"WARE-PUJ1005",5,"19/07/18","18/12/18",152,"24/12/18",6,"25/12/18",1,"USD",17,10,328,15,3,0.08,79.66,194.3
"SO - 0002211","In-Store",1,"WARE-NMK1003",3,"27/10/18","29/01/19",94,07/02/19,9,"17/02/19",10,"USD",10,11,107,7,3,0.2,"1,585.49","2,331.60"
"SO - 0006097","Online",2,"WARE-PUJ1005",5,01/12/19,"13/05/20",164,"19/05/20",6,"20/05/20",1,"USD",13,27,292,28,6,0.08,"2,191.17","3,001.60"
"SO - 0002614","In-Store",1,"WARE-PUJ1005",5,"27/10/18","23/03/19",147,03/04/19,11,"13/04/19",10,"USD",10,21,314,24,7,0.08,168.24,207.7
"SO - 0004044","Online",2,"WARE-PUJ1005",5,"15/05/19",09/09/19,117,"27/09/19",18,"29/09/19",2,"USD",13,4,265,38,2,0.2,438.78,743.7
"SO - 0004616","Wholesale",4,"WARE-PUJ1005",5,"23/08/19","20/11/19",89,08/12/19,18,"13/12/19",5,"USD",27,38,289,14,6,0.05,120.47,207.7
"SO - 0006488","Wholesale",4,"WARE-NMK1003",3,10/03/20,"27/06/20",109,11/07/20,14,"16/07/20",5,"USD",26,2,117,26,7,0.2,"3,922.72","5,768.70"
"SO - 0001374","In-Store",1,"WARE-NMK1003",3,"19/07/18","31/10/18",104,"17/11/18",17,"21/11/18",4,"USD",6,43,94,33,8,0.3,"1,341.34","1,916.20"
"SO - 0006431","Online",2,"WARE-PUJ1005",5,10/03/20,"20/06/20",102,05/07/20,15,10/07/20,5,"USD",16,21,265,25,4,0.08,"2,238.14","2,633.10"
"SO - 0002494","In-Store",1,"WARE-UHY1004",4,"27/10/18",07/03/19,131,10/03/19,3,"20/03/19",10,"USD",5,37,230,32,8,0.08,639.18,"1,065.30"
"SO - 0003251","Wholesale",4,"WARE-NMK1003",3,04/02/19,03/06/19,119,"15/06/19",12,"25/06/19",10,"USD",28,34,148,28,7,0.05,"1,603.11","2,257.90"
"SO - 0004551","Online",2,"WARE-XYS1001",1,"15/05/19","14/11/19",183,"29/11/19",15,01/12/19,2,"USD",18,42,13,30,1,0.15,545.38,991.6
"SO - 000848","Online",2,"WARE-XYS1001",1,10/04/18,"25/08/18",137,05/09/18,11,06/09/18,1,"USD",12,36,1,33,5,0.05,"1,660.19","2,338.30"
"SO - 0006319","In-Store",1,"WARE-MKL1006",6,10/03/20,05/06/20,87,01/07/20,26,04/07/20,3,"USD",6,11,336,17,1,0.08,"1,583.75","2,988.20"
"SO - 0006805","Online",2,"WARE-XYS1001",1,10/03/20,02/08/20,145,"21/08/20",19,"25/08/20",4,"USD",15,48,13,11,3,0.05,682.53,"1,118.90"
"SO - 000929","In-Store",1,"WARE-NMK1003",3,10/04/18,05/09/18,148,"26/09/18",21,04/10/18,8,"USD",7,14,159,33,3,0.1,"1,267.71","2,485.70"
"SO - 0002901","Distributor",3,"WARE-PUJ1005",5,04/02/19,"26/04/19",81,"19/05/19",23,"29/05/19",10,"USD",23,31,266,9,8,0.08,"1,708.50","2,847.50"
"SO - 0003407","Distributor",3,"WARE-NMK1003",3,04/02/19,"22/06/19",138,05/07/19,13,"13/07/19",8,"USD",22,30,160,1,5,0.1,"2,571.19","3,296.40"
"SO - 0006467","Wholesale",4,"WARE-NBV1002",2,10/03/20,"24/06/20",106,"26/06/20",2,"28/06/20",2,"USD",28,20,76,19,4,0.05,689.77,971.5
"SO - 0006636","Online",2,"WARE-XYS1001",1,10/03/20,"13/07/20",125,"20/07/20",7,"26/07/20",6,"USD",15,40,15,9,8,0.08,102.98,194.3
"SO - 0001518","In-Store",1,"WARE-UHY1004",4,"19/07/18","16/11/18",120,"29/11/18",13,05/12/18,6,"USD",7,25,243,17,2,0.05,"3,223.64","5,969.70"
"SO - 0001704","Online",2,"WARE-NBV1002",2,"19/07/18",08/12/18,142,"15/12/18",7,"22/12/18",7,"USD",13,3,60,13,8,0.05,625.65,"1,078.70"
"SO - 0003600","Wholesale",4,"WARE-XYS1001",1,04/02/19,"18/07/19",164,"26/07/19",8,"27/07/19",1,"USD",27,45,7,10,3,0.08,"1,640.16","2,412.00"
"SO - 0007759","In-Store",1,"WARE-MKL1006",6,"18/06/20","20/11/20",155,08/12/20,18,12/12/20,4,"USD",1,13,334,19,6,0.05,904.1,"1,159.10"
"SO - 0003855","Wholesale",4,"WARE-NMK1003",3,"15/05/19","15/08/19",92,04/09/19,20,07/09/19,3,"USD",27,34,197,38,2,0.08,809.56,"1,882.70"
"SO - 000342","In-Store",1,"WARE-NBV1002",2,10/04/18,"28/06/18",79,"15/07/18",17,"18/07/18",3,"USD",11,23,64,8,7,0.1,"1,072.34","1,949.70"
"SO - 000910","Online",2,"WARE-UHY1004",4,"19/07/18",02/09/18,45,09/09/18,7,"19/09/18",10,"USD",13,30,212,17,3,0.05,747.18,"1,098.80"
"SO - 0001793","Wholesale",4,"WARE-MKL1006",6,"27/10/18","18/12/18",52,01/01/19,14,06/01/19,5,"USD",26,10,358,25,3,0.3,"2,335.22","3,155.70"
"SO - 0005168","Online",2,"WARE-XYS1001",1,"23/08/19","22/01/20",152,03/02/20,12,08/02/20,5,"USD",17,7,31,4,4,0.08,"2,144.00","2,680.00"
"SO - 0003748","In-Store",1,"WARE-UHY1004",4,"15/05/19",02/08/19,79,05/08/19,3,09/08/19,4,"USD",8,45,246,6,7,0.05,"3,871.60","5,956.30"
"SO - 000335","In-Store",1,"WARE-XYS1001",1,10/04/18,"28/06/18",79,08/07/18,10,"13/07/18",5,"USD",8,26,25,30,4,0.3,924.6,"2,010.00"
"SO - 0002017","In-Store",1,"WARE-XYS1001",1,"27/10/18",08/01/19,73,"20/01/19",12,"28/01/19",8,"USD",2,45,18,1,4,0.08,963.53,"1,319.90"
"SO - 0002375","Wholesale",4,"WARE-MKL1006",6,"27/10/18","18/02/19",114,"16/03/19",26,"20/03/19",4,"USD",28,50,344,6,3,0.05,"1,065.30","1,775.50"
"SO - 0002512","Online",2,"WARE-PUJ1005",5,"27/10/18",09/03/19,133,"15/03/19",6,"18/03/19",3,"USD",17,22,276,10,5,0.05,129.44,187.6
"SO - 0002801","In-Store",1,"WARE-XYS1001",1,"27/10/18","15/04/19",170,"25/04/19",10,01/05/19,6,"USD",8,7,3,3,4,0.1,899.81,"1,139.00"
"SO - 0004734","In-Store",1,"WARE-NMK1003",3,"23/08/19",03/12/19,102,"31/12/19",28,08/01/20,8,"USD",10,23,122,42,8,0.05,824.1,"1,005.00"
"SO - 0005140","In-Store",1,"WARE-XYS1001",1,"23/08/19","19/01/20",149,05/02/20,17,"15/02/20",10,"USD",2,6,51,26,5,0.05,"1,097.19","2,385.20"
"SO - 0006464","Online",2,"WARE-NBV1002",2,10/03/20,"23/06/20",105,12/07/20,19,"15/07/20",3,"USD",20,1,76,34,6,0.05,911.74,"1,085.40"
"SO - 0007338","In-Store",1,"WARE-UHY1004",4,"18/06/20",04/10/20,108,"24/10/20",20,"31/10/20",7,"USD",7,36,254,4,2,0.05,"1,519.56","1,809.00"
"SO - 0001910","In-Store",1,"WARE-NBV1002",2,"27/10/18","30/12/18",64,05/01/19,6,11/01/19,6,"USD",8,42,83,4,1,0.1,646.42,897.8
"SO - 0002713","Online",2,"WARE-NMK1003",3,04/02/19,04/04/19,59,"13/04/19",9,"21/04/19",8,"USD",16,11,90,45,8,0.08,847.42,"1,246.20"
"SO - 0004767","Distributor",3,"WARE-PUJ1005",5,"23/08/19",07/12/19,106,"16/12/19",9,"20/12/19",4,"USD",24,9,312,28,3,0.08,503.51,"1,118.90"
"SO - 0004134","Wholesale",4,"WARE-PUJ1005",5,"15/05/19","21/09/19",129,"26/09/19",5,01/10/19,5,"USD",27,29,270,20,1,0.1,835.09,"1,018.40"
"SO - 0003598","In-Store",1,"WARE-PUJ1005",5,"15/05/19","17/07/19",63,"19/07/19",2,"29/07/19",10,"USD",4,29,297,16,7,0.05,"3,982.21","5,105.40"
"SO - 0002440","In-Store",1,"WARE-MKL1006",6,"27/10/18","26/02/19",122,03/03/19,5,04/03/19,1,"USD",1,18,356,31,5,0.05,753.42,"1,159.10"
"SO - 0002707","Wholesale",4,"WARE-UHY1004",4,04/02/19,04/04/19,59,"27/04/19",23,06/05/19,9,"USD",26,28,214,27,7,0.05,"1,379.66","1,916.20"
"SO - 0003553","In-Store",1,"WARE-NMK1003",3,04/02/19,11/07/19,157,"17/07/19",6,"19/07/19",2,"USD",9,42,151,32,4,0.15,131.39,247.9
"SO - 0004540","Online",2,"WARE-NMK1003",3,"23/08/19","13/11/19",82,"22/11/19",9,02/12/19,10,"USD",16,15,131,13,6,0.05,610.24,884.4
"SO - 0004813","In-Store",1,"WARE-PUJ1005",5,"23/08/19","13/12/19",112,"22/12/19",9,"23/12/19",1,"USD",8,24,322,24,6,0.4,774.52,"1,139.00"
"SO - 0006505","Distributor",3,"WARE-XYS1001",1,10/03/20,"29/06/20",111,"14/07/20",15,"24/07/20",10,"USD",21,29,28,21,2,0.08,85.36,174.2
"SO - 0007893","Online",2,"WARE-UHY1004",4,"18/06/20",07/12/20,172,01/01/21,25,07/01/21,6,"USD",14,21,232,19,8,0.4,761.12,951.4
"SO - 0007056","Distributor",3,"WARE-UHY1004",4,10/03/20,01/09/20,175,"22/09/20",21,"29/09/20",7,"USD",20,5,209,41,2,0.1,125.63,167.5
"SO - 0003857","In-Store",1,"WARE-NMK1003",3,"15/05/19","16/08/19",93,"22/08/19",6,"27/08/19",5,"USD",6,39,143,37,2,0.05,"3,956.95","5,138.90"
"SO - 0005174","Wholesale",4,"WARE-XYS1001",1,01/12/19,"22/01/20",52,"17/02/20",26,"21/02/20",4,"USD",26,18,34,35,2,0.4,109.34,214.4
"SO - 0005347","Online",2,"WARE-NBV1002",2,01/12/19,"13/02/20",74,06/03/20,22,"16/03/20",10,"USD",20,5,66,29,7,0.15,475.5,"1,011.70"
"SO - 0001838","In-Store",1,"WARE-XYS1001",1,"27/10/18","23/12/18",57,"17/01/19",25,"22/01/19",5,"USD",7,30,12,29,8,0.15,915.69,"1,159.10"
"SO - 0005026","In-Store",1,"WARE-PUJ1005",5,"23/08/19",07/01/20,137,10/01/20,3,"20/01/20",10,"USD",11,23,318,10,3,0.15,857.47,"1,058.60"
"SO - 0007538","Online",2,"WARE-NMK1003",3,"18/06/20","27/10/20",131,08/11/20,12,"17/11/20",9,"USD",14,18,133,28,6,0.05,766.41,"1,869.30"
"SO - 0001772","In-Store",1,"WARE-XYS1001",1,"19/07/18","15/12/18",149,01/01/19,17,11/01/19,10,"USD",4,32,20,40,1,0.3,"1,409.68","1,762.10"
"SO - 0001968","Online",2,"WARE-PUJ1005",5,"27/10/18",03/01/19,68,"21/01/19",18,"31/01/19",10,"USD",14,23,283,24,8,0.15,"1,869.30","2,492.40"
"SO - 0002217","Wholesale",4,"WARE-XYS1001",1,"27/10/18","29/01/19",94,"14/02/19",16,"23/02/19",9,"USD",26,21,7,1,1,0.08,"2,038.14","3,919.50"
"SO - 0005545","In-Store",1,"WARE-NBV1002",2,01/12/19,06/03/20,96,"29/03/20",23,"31/03/20",2,"USD",3,12,63,9,5,0.05,"1,007.68","2,519.20"
"SO - 0003207","Wholesale",4,"WARE-UHY1004",4,04/02/19,"29/05/19",114,"15/06/19",17,"17/06/19",2,"USD",27,41,238,37,7,0.2,"3,252.98","3,872.60"
"SO - 0004776","Wholesale",4,"WARE-PUJ1005",5,"23/08/19",09/12/19,108,"25/12/19",16,04/01/20,10,"USD",27,21,278,45,6,0.15,"1,354.81","1,855.90"
"SO - 0004889","Wholesale",4,"WARE-NBV1002",2,"23/08/19","22/12/19",121,07/01/20,16,"13/01/20",6,"USD",27,28,68,41,1,0.4,"3,205.28","4,006.60"
"SO - 0001862","In-Store",1,"WARE-NBV1002",2,"19/07/18","25/12/18",159,"15/01/19",21,"20/01/19",5,"USD",5,12,70,23,6,0.05,"1,360.30","1,721.90"
"SO - 0004271","In-Store",1,"WARE-UHY1004",4,"15/05/19",07/10/19,145,"18/10/19",11,"23/10/19",5,"USD",4,41,260,43,4,0.08,726.95,"1,038.50"
"SO - 000578","In-Store",1,"WARE-UHY1004",4,10/04/18,"25/07/18",106,"22/08/18",28,"25/08/18",3,"USD",4,16,242,2,6,0.2,108.54,241.2
"SO - 0003876","Distributor",3,"WARE-NMK1003",3,"15/05/19","18/08/19",95,"26/08/19",8,"30/08/19",4,"USD",25,36,115,16,5,0.05,673.22,"1,051.90"
"SO - 0005156","Distributor",3,"WARE-NBV1002",2,"23/08/19","21/01/20",151,"25/01/20",4,"28/01/20",3,"USD",23,6,73,39,8,0.08,130.25,180.9
"SO - 0007482","Online",2,"WARE-NBV1002",2,"18/06/20","21/10/20",125,09/11/20,19,12/11/20,3,"USD",13,27,65,5,6,0.15,219.76,268
"SO - 0007528","Online",2,"WARE-XYS1001",1,"18/06/20","26/10/20",130,05/11/20,10,11/11/20,6,"USD",18,33,35,31,6,0.1,533.19,"1,159.10"
"SO - 0007760","In-Store",1,"WARE-NBV1002",2,"26/09/20","20/11/20",55,12/12/20,22,"13/12/20",1,"USD",8,34,63,38,4,0.08,551.81,951.4
"SO - 0004273","Online",2,"WARE-PUJ1005",5,"15/05/19",07/10/19,145,"13/10/19",6,"22/10/19",9,"USD",19,19,326,40,8,0.15,"2,644.36","4,006.60"
"SO - 0006254","In-Store",1,"WARE-NMK1003",3,10/03/20,"30/05/20",81,08/06/20,9,09/06/20,1,"USD",9,21,150,29,6,0.15,"2,372.20","5,648.10"
"SO - 0007467","Online",2,"WARE-UHY1004",4,"18/06/20","19/10/20",123,03/11/20,15,11/11/20,8,"USD",19,45,259,21,4,0.15,"3,219.48","3,926.20"
"SO - 0001134","In-Store",1,"WARE-NBV1002",2,"19/07/18","28/09/18",71,07/10/18,9,08/10/18,1,"USD",11,41,74,18,1,0.05,"4,207.94","5,326.50"
"SO - 0006025","Online",2,"WARE-XYS1001",1,10/03/20,03/05/20,54,"28/05/20",25,03/06/20,6,"USD",19,41,37,16,1,0.05,"2,241.55","5,467.20"
"SO - 0003766","Online",2,"WARE-UHY1004",4,"15/05/19",05/08/19,82,"28/08/19",23,"30/08/19",2,"USD",15,32,257,46,5,0.05,"1,654.90","2,546.00"
"SO - 000356","In-Store",1,"WARE-PUJ1005",5,"31/12/17","30/06/18",181,"20/07/18",20,"22/07/18",2,"USD",12,17,262,5,4,0.05,889.76,"1,072.00"
"SO - 000397","Wholesale",4,"WARE-NMK1003",3,10/04/18,05/07/18,86,"16/07/18",11,"26/07/18",10,"USD",27,13,183,23,8,0.08,611.71,"1,112.20"
"SO - 0001071","Distributor",3,"WARE-PUJ1005",5,10/04/18,"22/09/18",165,"16/10/18",24,"26/10/18",10,"USD",23,3,296,40,5,0.08,"1,390.25","2,780.50"
"SO - 0001492","Online",2,"WARE-NMK1003",3,"19/07/18","13/11/18",117,04/12/18,21,12/12/18,8,"USD",18,48,160,39,8,0.3,"1,534.97","2,646.50"
"SO - 0004014","In-Store",1,"WARE-XYS1001",1,"15/05/19",05/09/19,113,"17/09/19",12,"26/09/19",9,"USD",4,3,43,10,6,0.3,135.07,214.4
"SO - 0006430","In-Store",1,"WARE-PUJ1005",5,10/03/20,"19/06/20",101,"29/06/20",10,09/07/20,10,"USD",5,50,283,37,4,0.08,821.69,"1,125.60"
"SO - 0007539","Wholesale",4,"WARE-NMK1003",3,"18/06/20","27/10/20",131,11/11/20,15,"14/11/20",3,"USD",27,45,135,26,2,0.08,737,"1,842.50"
"SO - 0001362","Online",2,"WARE-PUJ1005",5,"19/07/18","29/10/18",102,"16/11/18",18,"20/11/18",4,"USD",13,16,279,44,4,0.2,562.8,"1,125.60"
"SO - 000353","Online",2,"WARE-PUJ1005",5,10/04/18,"30/06/18",81,11/07/18,11,"13/07/18",2,"USD",19,26,274,23,1,0.08,"4,170.28","6,224.30"
"SO - 000921","In-Store",1,"WARE-MKL1006",6,10/04/18,04/09/18,147,"23/09/18",19,"25/09/18",2,"USD",3,43,356,44,6,0.3,"1,801.76","2,224.40"
"SO - 0001230","In-Store",1,"WARE-NBV1002",2,"19/07/18",12/10/18,85,01/11/18,20,06/11/18,5,"USD",11,42,65,22,8,0.3,739.41,"1,192.60"
"SO - 0002059","Online",2,"WARE-PUJ1005",5,"27/10/18",11/01/19,76,"23/01/19",12,"27/01/19",4,"USD",13,45,303,45,8,0.05,"2,926.56","6,097.00"
"SO - 0003037","In-Store",1,"WARE-PUJ1005",5,04/02/19,10/05/19,95,"17/05/19",7,"22/05/19",5,"USD",7,25,306,28,1,0.3,866.71,"1,031.80"
"SO - 0005091","Distributor",3,"WARE-PUJ1005",5,01/12/19,"13/01/20",43,07/02/20,25,10/02/20,3,"USD",24,45,282,39,7,0.08,"1,358.22","2,425.40"
"SO - 0005499","In-Store",1,"WARE-PUJ1005",5,01/12/19,"28/02/20",89,"19/03/20",20,"25/03/20",6,"USD",3,46,310,45,1,0.15,691.31,"1,031.80"
"SO - 0002633","Online",2,"WARE-NMK1003",3,"27/10/18","25/03/19",149,"18/04/19",24,"28/04/19",10,"USD",20,15,143,13,7,0.1,619.48,897.8
"SO - 000916","Wholesale",4,"WARE-NMK1003",3,10/04/18,02/09/18,145,"20/09/18",18,"23/09/18",3,"USD",26,39,150,27,8,0.08,"1,524.52","2,458.90"
"SO - 000982","In-Store",1,"WARE-NMK1003",3,10/04/18,11/09/18,154,"19/09/18",8,"27/09/18",8,"USD",1,43,142,27,5,0.05,"1,320.70","2,358.40"
"SO - 000993","In-Store",1,"WARE-PUJ1005",5,10/04/18,12/09/18,155,06/10/18,24,"15/10/18",9,"USD",4,22,288,14,1,0.1,840.78,"1,788.90"
"SO - 0005388","Distributor",3,"WARE-NMK1003",3,01/12/19,"18/02/20",79,"22/02/20",4,"29/02/20",7,"USD",24,3,162,5,3,0.05,"2,347.68","3,912.80"
"SO - 0006888","Online",2,"WARE-NBV1002",2,10/03/20,12/08/20,155,04/09/20,23,05/09/20,1,"USD",14,33,79,26,8,0.15,"4,362.17","6,143.90"
"SO - 0001922","Wholesale",4,"WARE-NMK1003",3,"19/07/18","30/12/18",164,"20/01/19",21,"24/01/19",4,"USD",26,36,115,47,8,0.1,"1,272.33","2,827.40"
"SO - 0002606","In-Store",1,"WARE-NMK1003",3,04/02/19,"22/03/19",46,08/04/19,17,10/04/19,2,"USD",7,44,123,28,7,0.05,455.2,"1,058.60"
"SO - 0007752","Online",2,"WARE-NBV1002",2,"18/06/20","19/11/20",154,"26/11/20",7,"27/11/20",1,"USD",18,7,71,31,4,0.08,564.61,"1,065.30"
"SO - 0008035","In-Store",1,"WARE-XYS1001",1,"26/09/20","24/12/20",89,"26/12/20",2,"27/12/20",1,"USD",4,41,45,32,8,0.1,734.05,"1,112.20"
"SO - 0002869","Online",2,"WARE-NBV1002",2,04/02/19,"23/04/19",78,"26/04/19",3,04/05/19,8,"USD",18,6,75,2,5,0.08,"2,184.47","3,832.40"
"SO - 000906","Wholesale",4,"WARE-UHY1004",4,10/04/18,01/09/18,144,11/09/18,10,"15/09/18",4,"USD",26,19,218,45,4,0.1,626.05,857.6
"SO - 0005095","Distributor",3,"WARE-NMK1003",3,01/12/19,"14/01/20",44,"22/01/20",8,"25/01/20",3,"USD",23,5,120,35,2,0.08,"3,003.28","5,460.50"
"SO - 0007052","In-Store",1,"WARE-NMK1003",3,"18/06/20",01/09/20,75,"22/09/20",21,"23/09/20",1,"USD",4,37,168,13,6,0.1,"1,950.24","2,566.10"
"SO - 0004036","Online",2,"WARE-NMK1003",3,"15/05/19",09/09/19,117,"28/09/19",19,06/10/19,8,"USD",15,45,198,36,3,0.1,"1,193.94","2,653.20"
"SO - 000973","In-Store",1,"WARE-PUJ1005",5,10/04/18,10/09/18,153,"24/09/18",14,"25/09/18",1,"USD",8,6,294,31,1,0.05,636.77,884.4
"SO - 0002673","In-Store",1,"WARE-NMK1003",3,"27/10/18","31/03/19",155,05/04/19,5,"15/04/19",10,"USD",2,30,143,33,8,0.08,"1,598.35","3,805.60"
"SO - 0005270","Online",2,"WARE-NBV1002",2,01/12/19,04/02/20,65,"16/02/20",12,"18/02/20",2,"USD",18,8,85,42,4,0.08,887.35,"1,152.40"
"SO - 0006144","Online",2,"WARE-XYS1001",1,01/12/19,"18/05/20",169,03/06/20,16,12/06/20,9,"USD",13,50,14,34,2,0.08,"2,567.71","3,832.40"
"SO - 0006437","Online",2,"WARE-XYS1001",1,10/03/20,"20/06/20",102,"18/07/20",28,"24/07/20",6,"USD",16,7,28,12,8,0.05,661.96,871
"SO - 0003366","Distributor",3,"WARE-NMK1003",3,04/02/19,"17/06/19",133,09/07/19,22,12/07/19,3,"USD",25,45,152,47,4,0.3,"1,139.67","1,809.00"
"SO - 0007422","In-Store",1,"WARE-UHY1004",4,"18/06/20","13/10/20",117,"15/10/20",2,"17/10/20",2,"USD",5,33,235,9,4,0.08,"1,378.86","1,969.80"
"SO - 0002704","Online",2,"WARE-PUJ1005",5,04/02/19,04/04/19,59,11/04/19,7,"21/04/19",10,"USD",14,14,326,2,1,0.05,716.57,"1,038.50"
"SO - 000865","In-Store",1,"WARE-NMK1003",3,10/04/18,"27/08/18",139,"30/08/18",3,02/09/18,3,"USD",9,39,99,44,4,0.05,"1,606.66","3,651.50"
"SO - 0006880","Online",2,"WARE-NBV1002",2,10/03/20,11/08/20,154,01/09/20,21,09/09/20,8,"USD",18,10,72,17,1,0.1,"1,306.30","1,949.70"
"SO - 0001270","In-Store",1,"WARE-NMK1003",3,"19/07/18","18/10/18",91,10/11/18,23,"20/11/18",10,"USD",10,12,88,32,6,0.15,694.12,991.6
"SO - 0003528","Online",2,"WARE-NMK1003",3,04/02/19,07/07/19,153,10/07/19,3,"19/07/19",9,"USD",12,24,170,6,8,0.15,"1,205.73","2,740.30"
"SO - 0007134","In-Store",1,"WARE-XYS1001",1,"18/06/20",12/09/20,86,"22/09/20",10,"29/09/20",7,"USD",10,12,29,45,5,0.05,"1,255.85","1,902.80"
"SO - 0007598","Online",2,"WARE-UHY1004",4,"18/06/20",01/11/20,136,"18/11/20",17,"26/11/20",8,"USD",16,34,247,43,3,0.05,"1,773.83","2,365.10"
"SO - 0007765","Online",2,"WARE-NMK1003",3,"26/09/20","21/11/20",56,12/12/20,21,"20/12/20",8,"USD",19,12,168,4,8,0.08,662.7,"1,051.90"
"SO - 0001457","Distributor",3,"WARE-PUJ1005",5,"19/07/18",09/11/18,113,"27/11/18",18,"29/11/18",2,"USD",23,39,264,45,6,0.05,"2,031.24","2,860.90"
"SO - 0002886","In-Store",1,"WARE-UHY1004",4,04/02/19,"25/04/19",80,"17/05/19",22,"21/05/19",4,"USD",4,34,215,28,2,0.08,"4,201.70","5,835.70"
"SO - 000314","In-Store",1,"WARE-UHY1004",4,"31/12/17","26/06/18",177,08/07/18,12,11/07/18,3,"USD",7,21,250,16,3,0.1,944.97,"1,152.40"
"SO - 0003034","Online",2,"WARE-NMK1003",3,04/02/19,10/05/19,95,05/06/19,26,09/06/19,4,"USD",14,28,192,29,7,0.05,619.48,897.8
"SO - 0004491","In-Store",1,"WARE-XYS1001",1,"23/08/19",05/11/19,74,01/12/19,26,10/12/19,9,"USD",7,3,28,47,8,0.05,912,"1,112.20"
"SO - 0007572","In-Store",1,"WARE-NMK1003",3,"18/06/20","30/10/20",134,12/11/20,13,"20/11/20",8,"USD",12,23,112,24,1,0.15,"2,333.68","3,825.70"
"SO - 0001960","Online",2,"WARE-PUJ1005",5,"27/10/18",02/01/19,67,08/01/19,6,10/01/19,2,"USD",15,42,303,26,7,0.05,"1,217.12","1,963.10"
"SO - 0007686","Distributor",3,"WARE-MKL1006",6,"18/06/20","13/11/20",148,01/12/20,18,07/12/20,6,"USD",25,5,361,17,8,0.08,"1,750.17","2,365.10"
"SO - 0005007","In-Store",1,"WARE-NMK1003",3,"23/08/19",06/01/20,136,"29/01/20",23,05/02/20,7,"USD",1,46,139,45,1,0.1,584.44,958.1
"SO - 0002324","Distributor",3,"WARE-NMK1003",3,"27/10/18",12/02/19,108,09/03/19,25,"15/03/19",6,"USD",24,25,91,22,8,0.15,"1,132.10","1,855.90"
"SO - 0002747","Online",2,"WARE-PUJ1005",5,"27/10/18",08/04/19,163,01/05/19,23,09/05/19,8,"USD",18,21,277,24,8,0.1,"1,349.72","1,708.50"
"SO - 0006926","Wholesale",4,"WARE-UHY1004",4,"18/06/20","17/08/20",60,06/09/20,20,"13/09/20",7,"USD",28,3,212,19,8,0.08,"1,862.06","2,586.20"
"SO - 0008052","In-Store",1,"WARE-PUJ1005",5,"26/09/20","26/12/20",91,04/01/21,9,"14/01/21",10,"USD",2,41,277,20,6,0.08,"1,693.63","2,566.10"
"SO - 0004133","Distributor",3,"WARE-UHY1004",4,"15/05/19","21/09/19",129,10/10/19,19,"16/10/19",6,"USD",21,19,209,42,8,0.15,"1,985.61","3,202.60"
"SO - 0006586","Online",2,"WARE-NBV1002",2,10/03/20,08/07/20,120,"15/07/20",7,"18/07/20",3,"USD",15,3,69,27,8,0.05,"2,749.28","6,545.90"
"SO - 0006966","Distributor",3,"WARE-PUJ1005",5,"18/06/20","21/08/20",64,08/09/20,18,"14/09/20",6,"USD",22,29,310,39,4,0.2,"3,396.90","5,226.00"
"SO - 0007514","Distributor",3,"WARE-XYS1001",1,"18/06/20","24/10/20",128,10/11/20,17,"15/11/20",5,"USD",23,5,52,30,1,0.2,732.65,904.5
"SO - 0004285","In-Store",1,"WARE-UHY1004",4,"15/05/19",09/10/19,147,06/11/19,28,"16/11/19",10,"USD",11,4,221,42,2,0.4,"1,029.39","2,237.80"
"SO - 0007169","In-Store",1,"WARE-MKL1006",6,"18/06/20","15/09/20",89,06/10/20,21,"15/10/20",9,"USD",1,44,338,43,8,0.05,707.52,"1,072.00"
"SO - 0004580","In-Store",1,"WARE-PUJ1005",5,"23/08/19","16/11/19",85,03/12/19,17,10/12/19,7,"USD",10,26,321,17,8,0.05,884.6,"1,092.10"
